"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"288","Ghana","Volta region, Northern region, Brong-Ahafo.","01540","Yams",2003,27.95,"19.7-36.2",,"Handling, Marketing, Storage","Storage",,"","","Literature Review","Rees and Bancroft, (2003)","https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana",""
"288","Ghana",,"01540","Yams",2001,11,"11",,"Handling, Storage","Storage",,,,"Survey","Agbodza, (2001)","https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana",
"288","Ghana","Brong-Ahafo Region","01540","Yams",2000,30,"10.0-50",,,"Wholesale",,,,"Controlled Experiment","Bancroft, (2000)","https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana",
"288","Ghana","Brong-Ahafo Region","01540","Yams",1998,11,"11",,,"Wholesale",,,"156 graded yams sampled","Controlled Experiment","Bancroft, (2000)","https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana",
"288","Ghana","In Techiman, main yam market","01540","Yams",1998,44,"25-63",,"Grading, Sorting","Wholesale",,"Price Discounting Depending On Degree Of Quality Deterioration",,"Survey","Bancroft et al.","http://www.sciencedirect.com/science/article/pii/S0305750X14002307",
"288","Ghana","Accra and Tamale","0142","Groundnuts, excluding shelled",1995,22.5,"22.0-23",,"Marketing","Market",,"","","No Data Collection Specified","Golob et al./  Gudrups et al., 1996)","http://gala.gre.ac.uk/11537/1/11537_Golob_Improvements%20in%20the%20storage%20(monograph)%201999.pdf",""
"288","Ghana","Northern Ghana","0142","Groundnuts, excluding shelled",1995,57,"14-100",,"Marketing","Market",,"","","No Data Collection Specified","Golob et al./  Gudrups et al., 1996)","http://gala.gre.ac.uk/11537/1/11537_Golob_Improvements%20in%20the%20storage%20(monograph)%201999.pdf","Sourced from Golob, unpublished data"
"288","Ghana",,"01540","Yams",1982,30,"10% - 50%",,,"Post-harvest",,"","","Literature Review","G.G.M. Schulten (2018), Hunger technology and society",," Reference has been generated automatically"
"288","Ghana",,"0142","Groundnuts, excluding shelled",1981,4,"3.7-4.3",,,"Storage",,"Insects","150","No Data Collection Specified","Amuti and Larbi (1981)","http://gala.gre.ac.uk/11537/1/11537_Golob_Improvements%20in%20the%20storage%20(monograph)%201999.pdf",
"31","Azerbaijan",,"01510","Potatoes",2005,25,"10.0-40",,,"Whole supply chain",,"","","Literature Review","Yahia 2005","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf","Sourced from Yahia 2005"
"32","Argentina",,"01510","Potatoes",1991,8,"8",,,"Whole supply chain",,,,"No Data Collection Specified","CIP. FAO, 1995.","http://www.fao.org/3/a-ax440e.pdf",
"356","India",,"01510","Potatoes",2010,23.5,"19-28",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01510","Potatoes",2009,0.13,"0.13%",,"Farm","Farm",,,,"Survey","Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",,
"356","India",,"01510","Potatoes",2006,10.5,"10.5",,,"Farm",,"","","Literature Review","Kumar et al, 2006","http://ucanr.edu/datastoreFiles/234-1847.pdf","Sourced from Kumar et al, 2006"
"356","India",,"0141","Soya beans",2006,1.24,"1.24",,"Threshing","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.42,"0.42",,"Retailing","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.14,"0.14",,"Packaging","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.49,"0.49",,"Cleaning, Winnowing","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.83,"0.83",,"Farm","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.01,"0.01",,"Storage","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.22,"0.22",,"Drying","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,3.14,"3.14",,"Harvesting","Harvest",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.08,"0.08",,"Processing","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.17,"0.17",,"Transportation","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.46,"0.46",,"Collection","Farm",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0141","Soya beans",2006,0.49,"0.49",,"Wholesale","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.56,"0.56",,"Retailing","Storage",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,2.72,"2.72",,"Threshing","Farm",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,1.61,"1.61",,"Storage","Storage",,"","","Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",""
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.68,"0.68",,"Collection","Farm",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.28,"0.28",,"Drying","Farm",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,4.79,"4.79",,"Harvesting","Harvest",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.76,"0.76",,"Processing","Storage",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.01,"0.01",,"Storage","Storage",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.1,"0.1",,"Transportation","Transport",,"","","Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",""
"356","India",,"0142","Groundnuts, excluding shelled",2006,1.22,"1.22",,"Wholesale","Storage",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.2,"0.2",,"Packaging","Farm",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0142","Groundnuts, excluding shelled",2006,0.34,"0.34",,"Cleaning, Winnowing","Farm",,,,"Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0143","Cottonseed",2006,0.25,"0.25",,"Retailing","Storage",,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",
"356","India",,"0143","Cottonseed",2006,0.06,"0.06",,"Transportation","Transport",,"","","Survey","ICAR - S.K. Nanda, P.K. Vishwakarma","https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India",""
