m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
108,Burundi,,0112,Maize (corn),2010,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2010,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2010,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2010,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2010,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2010,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2010,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2010,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2010,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2009,4.87,4.87,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2009,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2009,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2009,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2009,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2009,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2009,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2009,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2009,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2009,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2009,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2009,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2009,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2009,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2009,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2009,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2009,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2009,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2009,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2009,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2009,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2009,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2009,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2008,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2008,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2008,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2008,4.87,4.87,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2008,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2008,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2008,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2008,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2008,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2008,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2008,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2008,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2008,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2008,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2008,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2008,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2008,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2008,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2008,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2008,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2008,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2008,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2008,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2007,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2007,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2007,4.87,4.87,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2007,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2007,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2007,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2007,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2007,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2007,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2007,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2007,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2007,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2007,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2007,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2007,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2007,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2007,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2007,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2007,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2007,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2007,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2007,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2007,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2006,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2006,4.87,4.87,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2006,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2006,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2006,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2006,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2006,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2006,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2006,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2006,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2006,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2006,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2006,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2006,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2006,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2006,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2006,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2006,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2006,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2006,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2006,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2006,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0118,Millet,2006,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2005,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2005,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2005,4.87,4.87,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0111,Wheat,2005,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2005,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2005,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2005,5.26,5.26,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2005,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0112,Maize (corn),2005,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2005,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2005,1.2,1.2,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2005,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2005,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0113,Rice,2005,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2005,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2005,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2005,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
108,Burundi,,0114,Sorghum,2005,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,
