m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,major waste type,Region
148,Chad,,111.0,Wheat,2010,3.1,3.1,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,111.0,Wheat,2010,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,111.0,Wheat,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,112.0,Maize (corn),2010,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,112.0,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,113.0,Rice,2010,1.07,1.07,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,113.0,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,113.0,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,114.0,Sorghum,2010,2.59,2.59,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,114.0,Sorghum,2010,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,114.0,Sorghum,2010,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,118.0,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
148,Chad,,118.0,Millet,2010,0.76,0.76,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,112.0,Maize (corn),2010,1.65,1.65,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,112.0,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,112.0,Maize (corn),2010,15.52,15.52,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,113.0,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,113.0,Rice,2010,16.29,16.29,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,113.0,Rice,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,113.0,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,114.0,Sorghum,2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,114.0,Sorghum,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,114.0,Sorghum,2010,12.69,12.69,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,114.0,Sorghum,2010,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,118.0,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,118.0,Millet,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,118.0,Millet,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,1193.0,Fonio,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,1193.0,Fonio,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,1193.0,Fonio,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
204,Benin,,1234.0,Tomatoes,2010,26.0,23-29,,,Farm,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1253.01,"Onions and shallots, green",2010,43.75,15-72.5,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1318.0,Pineapples,2010,13.9,5-22.8,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1318.0,Pineapples,2010,22.0,22,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1323.0,Oranges,2010,30.95,10.9-51,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1323.0,Oranges,2010,10.0,5.0-15,,,Farm,,,,Case Study,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
204,Benin,,1651.0,"Pepper (<i>Piper</i> spp.), raw",2010,10.45,5.9-15,,,Farm,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Other,Sub-Saharan Africa
204,Benin,,1651.0,"Pepper (<i>Piper</i> spp.), raw",2010,12.1,6.2-18,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Other,Sub-Saharan Africa
231,Ethiopia,,111.0,Wheat,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,111.0,Wheat,2010,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,111.0,Wheat,2010,4.76,4.76,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,112.0,Maize (corn),2010,2.37,2.37,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,113.0,Rice,2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,113.0,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,113.0,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,114.0,Sorghum,2010,2.73,2.73,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,114.0,Sorghum,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,114.0,Sorghum,2010,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,115.0,Barley,2010,0.62,0.62,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,117.0,Oats,2010,2.0,2,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,1.08,1.08,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,118.0,Millet,2010,2.15,2.15,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,111.0,Wheat,2010,2.1,2.1%,,Storage,Storage,,"The main causes of storage loss in order of importance are moisture , rodents and spillage",,Survey,"Boxall, Robin (1998)",,,Cereals & Pulses,Sub-Saharan Africa
231,Ethiopia,,112.0,Maize (corn),2010,3.3,3.3%,0 tons,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Storage,"insecticides,","The main causes of storage loss in order of importance are moisture , rodents and spillage ( Dessalegn et a ! 1998 ) . The loss due to moisture', ""in bulk .    early onset of mould damage may be unusual , in view of the rain at harvest and the subsequent difficulties that many farmers faced in drying their grain this season . Mould damage is regarded by local farmers as more of an inconvenience than', 'grain this season . Mould damage is regarded by local farmers as more of an inconvenience than a loss , since all the grain will be used for food or for brewing after washing to remove visible',","A loss assessment survey was conducted in the major cereal and pulse crop producing  areas of Arrillara, Oromiya and Southern Regions. Cereal production was adversely  affected by an unusual rainfall pattern this season. Shortage of rain during the  growing period resulted in some crop failure or reduced yields, and heavy  unseasonable rai11 at crop matw-ity led to problems at harvest &J.d fw-ther crop losses.  This had implications for the loss assessment exercise. In selecting sample areas,  consideration had to be given to identifying those that were less severely affected and  where grain was expected to be stored for several months, as well as trying to ensure  reasonable coverage ofthe crops under study.  Group and individual farmer interviews were conducted at the start, to identify postharvest constraints and to assess their importance in relation to the constraints in the  total agricultural system. Insect infestation in storage was identified as an important  problem. A common coping strategy is for farmers to sell grain early in order to  avoid high losses and then to buy grain later as required. Pressure to fmd cash (to pay  taxes and loans) as well as the fear of insect infestation during storage were the main  reasons given by farmers for selling grain soon after harvest. Early sales at low prices  removes an opportunity for farmers to add value to their production by selling at  higher prices later in the season or for increasing household food security through  retention of more grain on the farm.  Farmers' stores were sampled on two occasions, first within the first month of storage  and again later in the season. Questionnaires were used to collect information on the  history of the grain, details of storage methods and patterns of removal and grain use.  Samples were analysed to determine loss caused by insects and mould damage using a  'count and weigh' technique, but also taking account of farmers' practices in dealing  with damaged grain. The loss recorded in samples was related to the pattern of grain  use to derive a cumulative figure of loss over the season.",Survey,"Boxall, Robin (1998)",http://gala.gre.ac.uk/10758/,"Weight losses during storage are variable and have been estimated to be 3.3 % for maize , 2.1 % for wheat and 2.4 % for t ' eff . However ,"", ""to 6 months . Bag storage is common although some traders store in bulk . Weight losses during storage are variable and have been estimated to be 3.3 % for maize , 2.1 % for wheat and 2.4 % for t ' eff .The loss due to moisture is presumably due to grain drying out during storage.  However , losses vary with length of storage and it is estimated that loss"", 'storage insecticides are rarely available outside the major towns .     'The project found that significant reductions in the loss caused by insects can be achieved through use of insecticides ( losses recorded in untreated and treated maize were 5.5 % and 0.4 % respectively ) and that farmers will store treated grain for longer periods to benefit from seasonal price rises .",Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,111.0,Wheat,2010,4.43,4.43,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,111.0,Wheat,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,111.0,Wheat,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,112.0,Maize (corn),2010,4.28,4.28,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,112.0,Maize (corn),2010,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,114.0,Sorghum,2010,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,114.0,Sorghum,2010,2.47,2.47,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,114.0,Sorghum,2010,3.6,3.6,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,115.0,Barley,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,115.0,Barley,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,115.0,Barley,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,115.0,Barley,2010,0.63,0.63,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,118.0,Millet,2010,0.73,0.73,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
232,Eritrea,,118.0,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,111.0,Wheat,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
