m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,major waste type,Region
144,Sri Lanka,,1312.0,Bananas,2002,7.58,7.58%,,Collection,Trader,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1312.0,Bananas,2002,14.13,14.13%,,Retailing,Retail,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1312.0,Bananas,2002,3.25,3.25%,,Wholesale,Wholesale,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1312.0,Bananas,2002,30.23,30.23%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1317.0,Papayas,2002,10.12,10.12%,,Collection,Trader,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1317.0,Papayas,2002,4.95,4.95%,,Wholesale,Wholesale,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1318.0,Pineapples,2002,8.53,8.53%,,Collection,Trader,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1318.0,Pineapples,2002,31.16,31.16%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,Fruits & Vegetables,South Asia
144,Sri Lanka,,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,2.13,2.13%,,Wholesale,Wholesale,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,,"Roots, Tubers & Oil-Bearing Crops",South Asia
148,Chad,,111.0,Wheat,2002,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
156,China,Beijing,113.0,Rice,2009,0.5,0.5%,,Retailing,Retail,,,,Survey,"Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",,,Cereals & Pulses,East Asia & Pacific
156,China,,111.0,Wheat,2008,17.75,10.8-24.7,,,Food Services,,,216 restaurants in 159 counties in Henan province,No Data Collection Specified,(?? and ??? 2009).,http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,2008,15.8,9.2-22.4,,,Food Services,,,216 restaurants in 159 counties in Henan province,,(?? and ??? 2009).,http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1997,14.0,5.0-23,,,,,Excluding Processing Losses,,,Yong/Parfitt et al,http://www.jstor.org/stable/20752997?seq=6#page_scan_tab_contents,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1993,2.0,2,,,Transport,,,,,Liang et al. 1993,http://www.tandfonline.com/doi/pdf/10.1076/evms.1.1.17.23766?needAccess=true,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1993,2.5,2.5,,,Farm,,Threshing And Drying,,,Liang et al. 1993,http://www.tandfonline.com/doi/pdf/10.1076/evms.1.1.17.23766?needAccess=true,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1993,7.0,7,,,Harvest,,,,,Liang et al. 1993,http://www.tandfonline.com/doi/pdf/10.1076/evms.1.1.17.23766?needAccess=true,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1993,8.0,5.0-11,,,Storage,,,,,Liang et al. 1993,http://www.tandfonline.com/doi/pdf/10.1076/evms.1.1.17.23766?needAccess=true,,Cereals & Pulses,East Asia & Pacific
156,China,,111.0,Wheat,1990,4.5,2.5-6.5,,,Food Services,,,,No Data Collection Specified,(??? 1995),http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1990,17.4,1.8-33,,,Food Services,,,,,(??? 1995),http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,1.52,1.52,,Threshing,Farm,,By Motor Thresher,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,2.72,2.72,,,Storage,,Rodents,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,2.74,2.74,,Milling,Processing,,,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,0.8,0.8,,Threshing,Farm,,By Pedal Thresher,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,4.1,4.1,,Drying,Farm,,In Sun On Cement,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,0.97,0.97,,,Transport,,Transport,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,1.15,1.15,,,Storage,,Insects,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,1.59,1.59,,,Storage,,Mold,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,3.35,3.35,,Drying,Farm,,In Sun On Bamboo,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,3.38,3.38,,Harvesting,Harvest,,Combine-Harvester,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,0.43,0.43,,Harvesting,Harvest,,Sickle,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,,113.0,Rice,1987,2.9,2.9,,Drying,Farm,,In Sun With Screen,,,IDRC study survey,http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems,,Cereals & Pulses,East Asia & Pacific
156,China,Xiasha Town,1212.0,Cabbages,2001,6.15,0-12.3,,,Wholesale,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Shandong Province,1212.0,Cabbages,2001,17.2,17.2,,"Marketing, Wholesale",Wholesale,,disease loss,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,3.15,2-4.3,,,Retail,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,22.2,22.2,,,Wholesale,,Mechanical Damage,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,9.3,9.3,,"Collection, Marketing",Trader,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,5.0,5,,"Marketing, Wholesale",Wholesale,,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Cixi county,1212.0,Cabbages,2001,5.7,5.7,,"Harvesting, Sorting",Harvest,,,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Cixi county,1212.0,Cabbages,2001,2.75,.8-4.7,,,Retail,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Shandong Province,1212.0,Cabbages,2001,5.5,5.5,,,Retail,,"(Md=4.7%, W=0.8%)",,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Shandong Province,1212.0,Cabbages,2001,12.3,12.3,,,Wholesale,,,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Xiasha Town,1212.0,Cabbages,2001,2.75,.8-4.7,,,Retail,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,5.0,5,,,Storage,,,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,2.5,2.0-3,,,Storage,,Pre-Cooling And Packaging,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,3.5,3.0-4,,,Transport,,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,2.0,2,,,Retail,,Wilting,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Shandong Province,1212.0,Cabbages,2001,2.75,.8-4.7,,,Retail,,disease loss,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,12.7,3.2-22.2,,,Wholesale,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Jiangan district,1212.0,Cabbages,2001,4.9,2.4-7.4,,,Retail,,mechanical damage.leaf yellowing. sound leaves trimmed by accident. pest damage,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,4.3,4.3,,,Retail,,Mechanical Damage,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,3.2,3.2,,,Wholesale,,Wilting,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,2.5,2.0-3,,,Farm,,Spreading out in sunlight,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,2.5,2.0-3,,Drying,Farm,Cabbage for storage,Pre-cooling and  packaging,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,5.0,5,,Harvesting,Harvest,Harvesting for export,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,42.5,40-45,,Storage,Storage,,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Xiasha town,1212.0,Cabbages,2001,4.9,2.4-7.4,,,Retail,,mechanical damage.leaf yellowing. sound leaves trimmed by accident. pest damage,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,5.0,5,,Harvesting,Harvest,Harvesting for fresh market,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,2.5,2.0-3,,,Processing,,Spreading Out In Sunlight,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,2.5,2.0-3,,,Retail,,Market,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,1.5,1.0-2,,Farm,Farm,Trimming,Trimming,,Expert Opinion,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Xiasha Town,1212.0,Cabbages,2001,5.53,5.53,,,Retail,,"(Md=4.7%, W=0.8%)",,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Xiasha Town,1212.0,Cabbages,2001,11.1,11.1,,"Collection, Marketing",Wholesale,,mechanical and disease damage loss (peeled off),,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Jiangan district,1212.0,Cabbages,2001,5.75,3.2-8.3,,,Retail,,mechanical damage.leaf yellowing. sound leaves trimmed by accident. pest damage,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Fujian Province,1212.0,Cabbages,2001,6.0,6,,"Harvesting, Sorting",Harvest,,,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Shandong Province,1212.0,Cabbages,2001,32.7,32.7,,,Storage,,Disease And Rot,,No Data Collection Specified,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,Xiasha Town,1212.0,Cabbages,2001,5.0,5,,Harvesting,Harvest,Harvesting for storage,,,Expert Opinion,Wang Xiangyang* and John S. Bagshaw,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,47.5,45-50,,Collection,Trader,Trimming,Trimming &collection,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,2.5,2.0-3,,,Wholesale,,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,12.5,10.0-15,,"Grading, Sorting",Farm,,"Triming Of Leaves, Sold Fresh",,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing",1212.0,Cabbages,2001,4.0,3.0-5,,Farm,Farm,Trimming,,,Expert Opinion,"Shufang Zheng, Wu Li, Lipu Gao, and Ping Wu*",http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1212.0,Cabbages,2001,37.5,30-45,,"Grading, Sorting",Processing,,Trimming Before Pre-Cooling Caused Losses,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1213.0,Cauliflowers and broccoli,2001,6.0,5.0-7,,,Processing,,Broccoli For Export Was Handled With Care So The Water Loss And Mechanical Damage Were Very Low,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1213.0,Cauliflowers and broccoli,2001,1.0,1,,,Export,,Broccoli For Export Was Handled With Care So The Water Loss And Mechanical Damage Were Very Low,,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1213.0,Cauliflowers and broccoli,2001,12.5,10.0-15,,,Processing,,"Produce For Domestic Market, On The Other Hand, Was Subject To Large Losses Because Of Bad Treatment And Handling",,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1213.0,Cauliflowers and broccoli,2001,3.5,2.0-5,,,Retail,,"Produce For Domestic Market, On The Other Hand, Was Subject To Large Losses Because Of Bad Treatment And Handling",,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
156,China,"Daxing, Tongxian, and Yanqing counties, which are satellite towns of Beijing, and in Jixian County of Hebei Province, which is a suburb very close to Beijing",1213.0,Cauliflowers and broccoli,2001,2.0,2,,,Transport,,"Produce For Domestic Market, On The Other Hand, Was Subject To Large Losses Because Of Bad Treatment And Handling",,No Data Collection Specified,Shufang Zheng Wu Li Lipu Gao and Ping Wu,http://aciar.gov.au/files/node/2249/p105chapter1.pdf,,Fruits & Vegetables,East Asia & Pacific
